"RaceYearId","Event","Race","City","Country","Date","StartTime","Participation","Distance","ElevationGain","ElevationLoss","AidStations","Participants","lat","lon"
50683,"Crimea X Run","Stage Race","Yalta","Ukraine","2019-10-16","10:00:00","solo",169.1,8310,-8140,11,200,44.4909462,34.1532687
52399,"Ultra Trails Lake Tahoe","100 Mile","Truckee","United States","2019-10-13","05:30:00","solo",159.2,6590,-6590,20,100,39.327962,-120.1832533
46617,"Bromont Ultra","160km","Bromont","Canada","2019-10-12","07:00:00","solo",155.6,6220,-6220,17,0,45.2852479,-72.6872419
39531,"Hume And Hovell Ultra","100 Mile","Tumbarumba","Australia","2019-10-12","06:00:00","solo",163.1,4610,-4600,10,100,-35.7694861,148.0057003
41175,"INDIANA TRAIL 100","100 mi","Albion","United States","2019-10-12","06:00:00","solo",162.4,3480,-3460,5,250,42.243097,-84.7530304
45287,"Markotkh - R","100 miles - Solo","Novorossiysk","Russia","2019-10-12","12:00:00","solo",162.7,6910,-6910,34,100,44.7180464,37.7770117
47571,"Snowdon Ultra","Snowdon Ultra 100","BetwsyCoed","United Kingdom","2019-10-12","06:00:00","solo",163.5,7600,-7600,13,100,53.0930858,-3.8010354
54421,"The Cederberg Traverse","100 Mile","Cederberg","South Africa","2019-10-11","06:00:00","solo",163,6500,-6500,5,50,-32.5891202,19.0118251
52435,"The North Face Endurance Challenge Chile","160 Km","Huechuraba","Chile","2019-10-11","17:00:00","solo",163.9,8220,-9860,16,100,-33.3742128,-70.6367425
50011,"ULTRA DE ULTRAS","170 Km ULTRA DE ULTRAS","CUNDINAMARCA","Colombia","2019-10-11","20:00:00","solo",170,9910,-9910,14,50,5.026003,-74.0300122
52499,"Virgin Forest Trail","Ultra-Trail®","PARANESTI","Greece","2019-10-11","00:00:00","solo",163.9,7260,-7260,15,150,41.267032,24.5008777
42707,"100 Miles Sud De France","100 Miles","bolquere","France","2019-10-04","10:00:00","solo",172.5,8420,-10160,15,500,42.502505,2.0779169
58551,"Grindstone 100","Grindstone 100","Swoope","United States","2019-10-04","00:00:00","solo",159.6,6980,-6980,15,300,38.1581851,-79.2064223
46687,"MesaStila 100","170 Km","Magelang","Indonesia","2019-10-04","17:00:00","solo",167.9,9590,-9590,11,0,-7.4797342,110.2176941
45167,"SLO100","SLO100 KRPAN 171 km","Cerknica","Slovenia","2019-10-04","15:00:00","solo",173.5,7790,-7790,11,150,45.7966255,14.392177
46701,"Ultra-Trail el Rincon","UTR 170K","Castielfabib","Spain","2019-10-04","19:00:00","solo",172.1,6730,-6720,15,100,40.1309055,-1.3053578
46901,"Waterous Trail On Foot","WTF 100","Dwellingup","Australia","2019-09-28","06:00:00","solo",163,3960,-3960,7,30,-32.7144812,116.0621031
39019,"The Georgia Jewel","100 Miler","Dalton","United States","2019-09-22","05:00:00","solo",162.8,4000,-4000,18,70,34.7698021,-84.9702228
45885,"Black River Run","100 Miles","Västerås","Sweden","2019-09-21","10:00:00","solo",161.5,1030,-1030,9,200,59.6099005,16.5448092
36169,"Cotswold Way Century","102 Miles","ChippingCampden","United Kingdom","2019-09-21","12:00:00","solo",165.6,4130,-4240,10,130,52.049655,-1.7832211
47035,"Pirin Ultra","160km","Bansko","Bulgaria","2019-09-21","00:00:00","Solo",161.2,10980,-10980,9,0,41.8404241,23.485653
42289,"Whistler Alpine Meadows","100M","Whistler","Canada","2019-09-21","10:00:00","solo",174.8,10310,-10300,10,300,50.1161686,-122.9535117
38525,"Adamello Ultra-Trail®","Ultra-Trail®","Vezzad'Oglio","Italy","2019-09-20","09:00:00","solo",165,11380,-11380,19,0,46.240099,10.3987474
52425,"Karkloof100","Karkloof100","Howick","South Africa","2019-09-20","20:00:00","solo",157,3330,-3410,18,140,-29.4892951,30.2166519
47641,"Midnight Moose Ultra","160K","Chelsea","Canada","2019-09-20","08:00:00","solo",160.8,4870,-4870,11,100,45.5401738,-75.867482
40445,"Mogollon Monster 100","100 Mi","Pine","United States","2019-09-14","06:00:00","solo",164.7,5540,-5530,12,150,39.9501159,-74.5162641
51495,"Shinetsu Five Mountains Trail","100 miles","Ohzatagiri","Myoko, Japan","2019-09-14","18:30:00","solo",160.3,6570,-6390,9,0,36.8863016,138.1639313
46739,"THE GREAT NORTH WALK ULTRAs","100 MILES","Patonga","Australia","2019-09-14","06:00:00","Solo",162.5,5100,-5110,5,100,-33.549383,151.2705745
49537,"Uttarkashi 135","Uttarkashi 160","Uttarkashi","India","2019-09-13","06:00:00","solo",157.4,8270,-7820,0,20,30.7268307,78.4354042
57283,"PINE TO PALM 100 MILE ENDURANCE RUN","PINE TO PALM 100 MILE ENDURANCE RUN","Ashland","United States","2019-09-07","00:00:00","solo",155.3,5780,-6000,0,134,42.1945758,-122.7094767
42631,"Pembrokeshire Ultramarathons","100","StDogmaels","United Kingdom","2019-09-06","08:00:00","solo",163.7,4070,-4070,7,100,52.081451,-4.682966
37871,"Superior Fall Trail Race","100m","Lutsen","United States","2019-09-06","08:00:00","solo",168,5200,-5060,13,0,47.6469402,-90.6748026
45609,"DREAM TRAIL Lyskovo","160 ??","Lyskovo","Russia","2019-08-24","05:00:00","solo",159.4,1790,-1700,3,6,56.0223317,45.0422307
43567,"Habanero Hundred","100M","CatSprings","United States","2019-08-17","12:00:00","solo",161.7,2290,-2290,3,0,29.8455074,-96.3257991
41269,"Leadville Trail 100 Run","Leadville Trial 100 Run","Leadville","United States","2019-08-17","00:00:00","solo",162.1,4230,-4230,13,0,39.2508229,-106.2925238
41443,"Kodiak Ultra Marathons","Kodiak 100 Mile","BigBearLake","United States","2019-08-16","18:00:00","solo",164.7,5320,-5320,14,125,34.2438963,-116.9114215
52109,"Lean Horse 100","LEAN HORSE HUNDRED","Custer","United States","2019-08-15","00:00:00","solo",0,0,0,0,0,43.7666507,-103.5988057
48391,"Ute 100 Mile Trail Race","Ute 100 Mile Trail Race","OldLaSal","United States","2019-08-10","03:00:00","solo",159.5,6180,-6180,9,200,39.3209801,-111.0937311
49421,"Ouray 100 Mile Endurance Run","100 Mile","Ouray","United States","2019-08-02","08:00:00","solo",171.9,11310,-11420,15,120,38.0227716,-107.6714487
36117,"High Lonesome 100","100M","Nathrop","United States","2019-07-26","06:00:00","solo",160,6480,-6480,12,125,38.7472183,-106.0755712
45911,"Vermont 100 Endurance Race","100M","WestWindsor","United States","2019-07-20","04:00:00","solo",157.5,4830,-4840,19,350,40.2983262,-74.618634
47489,"YOU YANGS Hardcore 100Miler","100 MI","LittleRiver","Australia","2019-07-20","08:00:00","solo",169.3,4820,-4830,2,0,-37.9615653,144.4997455
51331,"Andorra Ultra Trail Vallnord","Ronda dels cims","Ordino","Andorra","2019-07-19","07:00:00","solo",0,0,0,0,0,42.5994433,1.5402327
39821,"Beacons Way Ultra","Beacons Way Ultra","abergavenny","United Kingdom","2019-07-13","06:00:00","solo",166.5,6310,-6320,10,50,51.825366,-3.019423
48055,"OSJ Ontake 100","100 Miles","Otaki","Japan","2019-07-13","20:00:00","solo",164.6,6200,-6200,6,0,35.2851872,140.2454217
35983,"Ehunmilak Ultra-Trail®","Ehunmilak Ultra-Trail®","Beasain","Spain","2019-07-12","18:00:00","solo",172,10210,-10210,15,515,43.0447714,-2.1996575
36267,"Grand Trail Stevenson","GTS 162 km","Saint-Etienne-Vallée-Française","France","2019-07-12","06:00:00","solo",161.2,5210,-5380,5,0,44.1674099,3.84198
38947,"100 MILLAS UTACCH AMANECER COMECHINGON","100 MILLAS UTACCH","VillaYacantodeCalamuchita","Argentina","2019-07-06","12:00:00","solo",158.8,5449,-5450,15,50,-32.1057442,-64.7540869
39985,"Sinister 7 Ultra","Solo","Blairmore","Canada","2019-07-06","07:00:00","solo",160.7,5730,-5740,15,1600,49.6102662,-114.4511912
43675,"Pen Llyn Ultra 100","Pen Llyn Ultra 100","Pwllheli","United Kingdom","2019-06-29","05:00:00","solo",162.7,3220,-3180,7,100,52.888816,-4.4176339
44333,"#Småland100","#Småland100","Oskarshamn","Sweden","2019-06-28","18:00:00","solo",163.1,4040,-4040,7,50,57.2656993,16.4473984
49189,"Ultra Trail Pululahua Ecuador","Ultra Trail Pululahua Ecuador","QUITO","Ecuador","2019-06-28","17:00:00","solo",172.1,11250,-10810,22,30,-0.1806532,-78.4678382
49089,"XTRAIL Kanas Trail Run","168km","Kanas","China","2019-06-27","09:00:00","solo",168.6,5870,-5790,12,300,48.8170057,87.0429996
40727,"Old Cascadia","100 Mile","BlueRiver","United States","2019-06-22","06:00:00","solo",165.7,8120,-8110,14,100,43.1883183,-90.5667926
45639,"Penang Eco 100","100 miles","BukitMertajam","Malaysia","2019-06-22","03:00:00","solo",167.3,4230,-4190,15,80,5.365458,100.4590091
41865,"Pennine Barrier","Pennine Barrier Ultra 100","malham","United Kingdom","2019-06-22","06:00:00","solo",158.5,4560,-4560,10,100,54.0613371,-2.1530391
48737,"West Highland Way Race","150km","Milngavie","United Kingdom","2019-06-22","01:00:00","solo",155,3640,-3680,8,238,55.943304,-4.316987
42693,"ULTRA01 by XT","ULTRA 01XT","OYONNAX","France","2019-06-21","18:00:00","solo",165.1,6060,-6060,7,0,46.257773,5.655335
49781,"Bighorn Trail Run","100M","Sheridan","United States","2019-06-14","11:00:00","solo",167.3,6740,-6800,7,360,44.7971939,-106.9561791
35719,"Centurion South Downs Way 100","Centurion South Downs Way 100","Worthing","United Kingdom","2019-06-08","06:00:00","solo",156.9,3340,-3400,14,300,50.81787,-0.372882
44903,"Laulasmaa Ultra","Laulasmaa Ultra 8 loops","Laulasmaa","Estonia","2019-06-08","10:00:00","solo",167.9,1870,-1870,56,0,59.3806423,24.2377208
36431,"Trail des Volcans","157 km","Murat-le-Quaire","France","2019-06-08","06:30:00","solo",156.2,6320,-6570,7,0,45.5985129,2.734441
41919,"SAN DIEGO 100","San Diego 100","Oceanside","United States","2019-06-07","06:00:00","solo",161.3,3950,-3950,15,300,40.6387141,-73.6401296
41449,"Kettle Moraine 100","100 Mile","LaGrange","United States","2019-06-01","06:00:00","solo",161,2650,-2650,27,400,33.0362218,-85.0322444
45199,"Chicamocha Canyon Race","CCR 100 millas","SanGil","Colombia","2019-05-31","06:00:00","solo",162.4,7210,-7210,11,80,6.554824,-73.13412
41131,"Scout Mountain Ultras","162K","Pocatello","United States","2019-05-31","12:00:00","solo",162,6470,-6470,11,300,42.8621042,-112.4506191
46363,"The Trail Challenge Rincón de la Vieja","160km","Liberia","Costa Rica","2019-05-25","04:30:00","solo",163.7,3370,-3360,15,50,10.6345964,-85.4406747
44563,"Hardcore Hundred Miles Trail Ultramarathon","Hardcore Hundred Miles","Kayapa","Philippines","2019-05-16","23:00:00","solo",167.1,9480,-9500,11,100,16.4932638,120.9417368
48603,"Trainic-World in Sainokuni","100mile","Ogose","Japan","2019-05-11","07:00:00","solo",163.2,9050,-9020,16,200,35.96452,139.2942103
41499,"UTVV SLOVENIA","UTVV 100 miles","Vipava","Slovenia","2019-05-11","18:00:00","solo",160.6,6850,-6840,14,400,45.8455744,13.9625431
41585,"Ultra-Trail Snowdonia - UTS-50/100","UTS-100","CapelCurig","United Kingdom","2019-05-10","13:00:00","solo",170.9,10140,-10140,16,100,53.1061519,-3.9123601
45873,"Ben Hockings","Hubert 100 Miles","ClarenceGardens","Australia","2019-05-04","10:00:00","solo",157.8,2630,-2630,9,110,-34.9716687,138.57778
41399,"Tuscany Crossing","160 km","Castiglioned'Orcia(SI)","Italy","2019-04-26","18:00:00","Solo",160.9,5590,-5570,13,200,43.0057936,11.6161275
33939,"Mustang Trail Race","Mustang Trail Race","Kathmandu","Nepal","2019-04-16","08:00:00","solo",169,10010,-9310,8,36,27.7172453,85.3239605
35721,"100 Miles Of Istria","RED","Umag","Croatia","2019-04-12","16:00:00","Solo",169.6,6360,-6640,12,600,45.4372062,13.5257205
44131,"Hellbender 100 Mile","Hellbender 100 Mile","OldFort","United States","2019-04-12","04:30:00","solo",158,7470,-7440,11,125,35.6290093,-82.1806697
46567,"Ultra Beast","Ultra Beast  161Km","POKARAN","India","2019-04-06","06:00:00","solo",162.3,3430,-3430,9,30,26.9205411,71.9165463
36539,"Badger Mountain Challenge","100 Mile","Kennewick","United States","2019-03-29","07:00:00","solo",158.6,4450,-4430,18,70,46.2086683,-119.119948
44003,"Ultra Trail Huang Shan","170 Km","Huangshan","China","2019-03-15","07:30:00","solo",171.8,9490,-9480,14,200,29.714699,118.337521
35385,"Epic Camí de Cavalls 360º","TrailRun e3/t2","EsMercadal","Spain","2019-03-08","08:30:00","team",155,3800,-3580,11,220,39.9873778,4.0938256
35113,"Mad Fox Ultra","Ultra Valhalla Race","RostovtheGreat","Russia","2019-02-02","16:00:00","solo",159.9,1680,-1680,10,0,57.195623,39.4131527
56951,"Long haul","100M","WesleyChapel","FL, United States","2019-01-19","00:00:00","solo",0,0,0,0,0,28.1983135,-82.3304509
41573,"Rialp Matxicots","MARATÓ","RIALP","Spain","2019-09-14","06:30:00","solo",48.3,3950,-3980,7,300,42.4429196,1.1347024
40653,"Ultra-Trail® Tai Mo Shan","UTMT","NT","Hong Kong, China","2019-01-05","08:00:00","solo",155.2,7640,-7620,12,100,22.3704243,114.1234149
41235,"Ultra Tuffman Desert Championship - Jaisalmer","160 KMS","Jaisalmer","India","2018-12-21","05:00:00","solo",0,0,0,42,0,26.9157487,70.9083443
36241,"The Hitchcock Experience","100 Mile","HoneyCreek","United States","2018-12-08","11:00:00","solo",161.4,5050,-5050,21,75,40.0339345,-85.4855298
34709,"Wicklow Way 50 Miles","100 Miles","Wicklow","Ireland","2018-12-07","14:00:00","solo",160.7,5750,-5750,4,50,52.9808207,-6.044589
33853,"Gede Pangrango 100","150KM","Cibodas","Indonesia","2018-11-30","05:30:00","solo",164,14430,-14440,3,4,-6.7412791,107.0076085
42299,"Louceni","173 km","UstinadLabem","Czech Republic","2018-11-23","05:30:00","solo",172.3,6400,-6560,9,0,50.6611164,14.0531455
35903,"Feral Pig Ultra","Feral Pig 100 Mile","Mundaring","Australia","2018-11-03","00:00:00","solo",163.3,4070,-4200,15,30,-31.9021558,116.1682575
29783,"White Rose Ultra","100 Mile","Huddersfield","United Kingdom","2018-10-28","00:00:00","solo",165.4,4380,-4430,5,60,53.645792,-1.7850351
38501,"Jarakabande Eco Ultra","Jarakabande Eco Ultra","Bangalore","India","2018-10-27","06:00:00","solo",0,0,0,3,0,12.9715987,77.5945627
36373,"Indomit costa esmeralda ultra-trail®","100 MILLES","Gramado","Brazil","2018-10-26","07:00:00","solo",160.3,4730,-4730,12,50,-29.3745686,-50.876435
30573,"Dalmacija Ultra-Trail®","Sky Dut","Omiš","Croatia","2018-10-19","14:00:00","solo",159.3,7140,-7170,14,150,43.403752,16.80094
31481,"NERANG 200 miler","NERANG 100 miler","Nerang","Australia","2018-09-29","06:00:00","solo",161.7,5820,-5820,6,100,-27.9893655,153.3364827
30505,"WUT - Wienerwald Ultra Trail","TITAN-WUT","Purkersdorf","Austria","2018-09-29","06:30:00","solo",163.8,5360,-5380,15,50,48.2089991,16.174548
35953,"Lycian Way Ultra Marathon","LYUM XXL - 174K","İstanbul","Turkey","2018-09-28","00:00:00","solo",174.4,6070,-6390,16,0,41.0082376,28.9783589
45437,"Robin Hood 100","Robin Hood 100","Retford","United Kingdom","2018-09-15","08:00:00","solo",0,0,0,10,0,53.321356,-0.945503
23479,"Ultra Tour Monte Rosa","Ultra Tour 170 km","Grächen","Switzerland","2018-09-06","06:00:00","solo",170,10990,-10990,15,200,46.1965853,7.8397911
28097,"Velebit 100 miles","Velebit 100 miles","Zagreb","Croatia","2018-08-31","00:00:00","solo",157.5,6430,-6440,4,0,45.8150108,15.9819189
33781,"Chongli100 Ultra Sky Trail Challenge","168 Km","chongji","China","2018-08-10","18:00:00","solo",166.6,7290,-7290,12,150,44.011182,87.308224
25513,"Montreux Trail Festival","MXtrem","Savigny","Switzerland","2018-07-27","06:00:00","solo",161.9,11530,-11520,15,300,46.5383864,6.7321079
27977,"Ultra Coahuila","100M","Arteaga","Mexico","2018-06-22","14:00:00","solo",159.2,6080,-6060,12,40,25.4546718,-100.850791
28883,"X Trail Corrèze Dordogne","Trail des tours par équipes","Argentat","France","2018-09-22","09:00:00","team",48.4,2010,-2300,4,400,45.093356,1.93755
24465,"6th Elton Volgabus Ultra-Trail®","Ultimate 100 miles","Eltonvillage","Russia","2018-05-26","20:00:00","solo",163.6,250,-250,8,80,49.1279169,46.84457
34511,"Fiambala Desert Trail","ULTRA DESERT TRAIL X 5 DIAS","Fiambala","Argentina","2018-05-22","10:00:00","solo",169.6,3540,-3250,12,60,-27.68933,-67.6193274
32405,"Salomon Hammer Trail","100 Miles","allinge","Denmark","2018-05-04","10:00:00","solo",156,6000,-6620,12,500,55.2482762,14.7961808
31117,"Altra100","100 Mile","Banaue","Philippines","2018-04-27","15:00:00","solo",160.3,10380,-10900,14,35,16.9496263,121.1022942
37333,"Zumbro Endurance Run","100m","Theilman","United States","2018-04-13","08:00:00","solo",159.8,4210,-4210,22,0,44.2891334,-92.1921164
31813,"Lost Island Ultra","The Vodafone Lost Island Ultra","Nadi","Fiji","2018-04-03","06:00:00","solo",166.2,4800,-4420,14,100,-17.7765356,177.4356227
21815,"Gaoligong by UTMB","MGU","Tengchong","China","2018-03-09","20:00:00","solo",160,8400,-8417,17,400,25.020439,98.490966
25477,"Run The Rann","RTR 161 Km","Dholavira","India","2018-02-03","07:00:00","solo",160.4,2310,-2290,10,30,23.8808877,70.2140444
31717,"Croom zoom","100mi","Brooksville","FL, United States","2018-01-06","00:00:00","solo",0,0,0,0,0,28.5552719,-82.3878709
25033,"Prazska Stovka - Prague Ultra Trail","170 Km","Praha","Czech Republic","2017-12-09","00:00:00","solo",168.6,4720,-4830,8,0,50.0755381,14.4378005
27269,"Eco Madeira Ultra Marathon","Eco Madeira Ultra Marathon","CâmaradeLobos","Portugal","2017-12-01","10:00:00","solo",164.9,7130,-7130,11,25,32.7607074,-16.9594723
24249,"Ultra Tuffman Beach Championship - Goa","Goa 160k","Sernabatim","India","2017-10-27","06:00:00","solo",0,0,0,16,200,15.2690624,73.9227554
26383,"Autumn Asylum","March Extended","Rajamäki","Finland","2017-10-20","20:00:00","solo",168.2,1360,-1360,1,15,62.6411093,23.0843782
26449,"OSJ Koumi","100 Miles","KoumiTown","Japan","2017-10-08","05:00:00","solo",170.9,7720,-7720,4,0,36.0952125,138.4835593
12239,"Mountain Lakes 100","Mountain Lakes 100","OlallieLake","United States","2017-09-23","08:00:00","solo",155.9,3570,-3570,14,150,46.2890651,-121.6165423
20479,"Mark Twain Endurance Runs","100 Mile","Berryman","United States","2017-09-16","06:00:00","solo",161.8,2300,-2300,5,150,37.9189346,-91.0954143
24343,"Ultra Trail Mt. Bogda","168km","Fukang","China","2017-09-01","05:00:00","solo",161.8,8400,-8400,15,30,44.157025,87.987291
15071,"Ultra-Trail® du Mont-Albert","Grande Traversée Ultra-Trail®","Sainte-Anne-des-Monts","Canada","2017-06-30","06:00:00","solo",167.3,7340,-7170,14,150,49.122292,-66.4924319
22579,"XTRAIL 100","Xtrail Kanas 168km Trail Run","Burjin","China","2017-06-17","09:00:00","solo",165.5,5950,-5950,10,1,47.702163,86.874923
18109,"Festiwal Biegu Rzeznika","Bieg Rzeznika Ultra 160K","Cisna","Poland","2017-06-16","00:00:00","solo",159.8,5250,-5250,12,150,49.2112336,22.3285103
26699,"Sulphur Springs Trail Run","100 MILES","Ancaster","Canada","2017-05-27","00:00:00","solo",161,3220,-3220,0,0,43.2177791,-79.9872835
19105,"Cruel Jewel","Cruel Jewel 100","Blairsville","United States","2017-05-13","12:00:00","solo",174.2,8660,-8650,11,125,34.8760734,-83.9584456
15891,"Ultra Fiord","100 Miles","PuertoNatales","Chile","2017-04-06","22:00:00","solo",166.3,5400,-5480,14,150,-51.7308935,-72.4977407
16689,"Arctic Ultra","100 Miles","Arvika","Sweden","2017-02-18","07:00:00","solo",159.6,2780,-2780,14,0,59.6548534,12.592136
18833,"Brazil 135+ Ultramarathon","Maratona 4","SãoJoãodaBoaVista","Brazil","2017-01-12","08:00:00","solo",166.9,4940,-4800,0,50,-23.009409,-43.290634
15809,"Desafio Extremo Estrada Real 100 Milhas De Sabarabuçu","160 Km","Caete","Brazil","2016-11-05","07:30:00","solo",159.3,4750,-4490,7,100,-19.8852672,-43.664447
11239,"St Oswald's Ultra","100 Mile","Chollerford","United Kingdom","2016-09-24","00:00:00","solo",164.4,2160,-2200,13,0,55.029414,-2.13055
10900,"Angeles Crest 100 Mile Endurance Run","Angeles Crest 100 Mile Endurance Run","Arcadia","United States","2016-08-06","05:00:00","solo",160.8,6350,-7770,15,270,34.1397292,-118.0353449
11549,"SALOMON ALPEN X 100 Powered By LED LENSER","100 Miles","Seefeld","Austria","2016-08-05","22:00:00","solo",163.9,10230,-10860,11,0,47.3300017,11.1877742
11465,"Borås Ultra Marathon","BUM 100 Miles","Borås","Sweden","2016-05-27","18:00:00","solo",158.8,3100,-3180,10,30,57.721035,12.939819
13799,"The Himalayan Crossing and The Spiti","The Spiti","Kaza","India","2016-05-27","00:00:00","solo",171.6,4970,-4670,6,0,32.2275991,78.0709903
11200,"Ultra Desafio Passa Quatro - MG","160 Km","PASSAQUATRO","Brazil","2016-02-26","22:00:00","solo",158.4,5440,-5420,10,200,-22.3829371,-44.9666211
10153,"MAGREDI MOUNTAIN TRAIL","MAGREDI MOUNTAIN TRAIL 100 MI (MMT 100 MILE)","Fontanafredda","Italy","2015-10-02","18:00:00","solo",160.5,7218,-7203,16,200,45.9747129,12.56818
8866,"L'Infernal Trail Des Vosges","160 Km","SaintNabord","France","2015-09-12","00:00:00","solo",171.6,6560,-6560,10,0,48.047208,6.578315
12605,"LOST SOUL ULTRAMARATHON","LOST SOUL ULTRA 100 MILES","Lethbridge","Canada","2015-09-11","08:00:00","solo",161.1,5535,-5535,6,0,49.6955856,-112.8451364
10148,"THE GREAT NASEBY WATER RACE","THE GREAT NASEBY WATER RACE - 160KM","Dunedin","New Zealand","2015-08-28","12:00:00","solo",162.7,2350,-2350,31,50,-45.8795455,170.5005957
10170,"Rampage The Roots","Ghosts Of Yellowstone 100M","Pony","United States","2015-08-21","06:00:00","solo",166,7130,-7120,15,100,38.147012,-84.5161
10297,"Trail Karpatia","Trail Karpatia","Volovets","Ukraine","2015-05-30","11:00:00","solo",164.7,8860,-8860,5,80,48.7114913,23.1850055
8484,"WEST HIGHLAND WAY CHALLENGE RACE","WEST HIGHLAND WAY CHALLENGE RACE","Doune","United Kingdom","2015-05-30","00:00:00","solo",155.3,4060,-4110,7,0,56.191486,-4.055376
9882,"Monument Valley","100 Mile","MonumentValley","United States","2015-03-13","00:00:00","solo",161,2400,-2400,13,0,36.9913715,-110.1938672
7484,"Le TREG® Ennedi Trail","LE TREG®","Fada","Chad","2015-02-06","00:00:00","solo",175,2250,-2200,8,0,17.1946775,21.5819996
6919,"Ultima Frontera Trail","ULTIMA FRONTERA 166","Loja","Spain","2014-10-18","00:00:00","solo",168.2,4600,-4600,0,0,37.1661897,-4.149075
8268,"Peak2Peak Ultra","168 Km","Singapore","Singapore","2014-08-02","00:00:00","team",168,6406,-6420,1,0,1.352083,103.819836
7060,"Thy Ultra Trail","THY ULTRA-TRAIL 100 MILES","Snedsted","Denmark","2014-06-07","00:00:00","solo",163,600,-600,0,0,56.892579,8.525657
6227,"Le Grand Raid 6666","Grand Raid 6666","Roquebrun","France","2014-05-30","00:00:00","solo",164.8,9849,-9954,0,0,43.500577,3.0299839
5839,"OSJ Yatsugatake Super Trail","100 Miles","628-3TOKIWAKAMAKURA","Japan","2013-09-07","00:00:00","solo",160,6400,-6400,0,0,35.3218167,139.5274925
6102,"Salomon Xreid Hardangervidda","Salomon Xreid Hardangervidda","Asker","Norway","2013-07-12","00:00:00","solo",155.7,4800,-4800,0,0,59.7511875,10.4284602
